,FuelClass1,FuelClass2,FuelClass3,FuelClass4,FuelClass5,FuelClass6,Total
1963-03-01,0.014029082,0.028454306,0.07967205,0.34102264,0.10520161,0.0,0.22735706
1963-04-01,0.013827039,0.028151914,0.07882536,0.33922005,0.10230696,0.0,0.22311127
1963-05-01,0.013630042,0.027855964,0.0779967,0.3374467,0.099521,3.2506763e-05,0.2190362
1963-06-01,0.013433434,0.027560169,0.07716847,0.33568546,0.09671981,0.00060986605,0.21549174
1963-07-01,0.0134140095,0.027534183,0.07709571,0.33563268,0.09616342,0.0025195314,0.21672685
1963-08-01,0.013457731,0.02760865,0.07730422,0.33634287,0.09642268,0.0045008506,0.21929415
1963-09-01,0.013530756,0.027730618,0.07764573,0.3374397,0.10176394,5.0088668e-20,0.22067104
1963-10-01,0.013533697,0.027744764,0.07768534,0.33782312,0.10091826,4.9607724e-20,0.21988207
1963-11-01,0.013535101,0.027754525,0.07771267,0.33811718,0.100241095,4.8512434e-20,0.21924339
1963-12-01,0.013500064,0.027707558,0.07758116,0.33801746,0.09919988,4.6841975e-20,0.21798867
1964-01-01,0.01354278,0.027784428,0.0777964,0.33886376,0.09868316,1.3254539e-20,0.21780677
1964-02-01,0.013561202,0.027817221,0.07788822,0.3392152,0.098495334,0.0,0.21776198
1964-03-01,0.0134869,0.027704852,0.07757358,0.33853444,0.097461216,0.0,0.21622655
1964-04-01,0.01333237,0.02747074,0.076918066,0.3371128,0.09532322,2.323003e-05,0.21306762
1964-05-01,0.01323918,0.027329596,0.07652287,0.33626565,0.09400926,0.00037628048,0.21147719
1964-06-01,0.013198237,0.0272693,0.07635404,0.33596104,0.09327391,0.0015438052,0.2116393
1964-07-01,0.013222985,0.027312351,0.076474585,0.33639908,0.09328776,0.0035791872,0.21387686
1964-08-01,0.013282473,0.027411498,0.07675219,0.33728477,0.09795051,3.5586082e-20,0.21539667
1964-09-01,0.013317583,0.027472572,0.07692321,0.33790508,0.097705595,3.5205456e-20,0.21541896
1964-10-01,0.013320645,0.027483253,0.076953106,0.33816332,0.09717227,3.4325724e-20,0.21492928
1964-11-01,0.0133272605,0.02749933,0.07699812,0.33845475,0.096692294,2.4655588e-20,0.214517
1964-12-01,0.01326421,0.027415587,0.076763645,0.3383346,0.09466538,0.0,0.21210882
1965-01-01,0.013096949,0.027160501,0.0760494,0.33676895,0.09238417,0.0,0.20869103
1965-02-01,0.012931059,0.02690673,0.07533885,0.33520466,0.09014575,0.0,0.20532238
1965-03-01,0.012692195,0.02653975,0.0743113,0.33292887,0.08697068,1.6947255e-05,0.20053087
1965-04-01,0.0124403825,0.026151171,0.07322328,0.3305112,0.08365625,0.00026813816,0.19573921
1965-05-01,0.01218723,0.025759196,0.07212575,0.32808203,0.08030835,0.00079870375,0.19117922
1965-06-01,0.012071148,0.025580745,0.07162608,0.3270524,0.0785684,0.002433632,0.19028
1965-07-01,0.012024739,0.025513437,0.07143762,0.3268373,0.07740539,0.004821684,0.19120288
1965-08-01,0.012097451,0.025634626,0.07177695,0.32792002,0.08012535,0.0030402883,0.19267465
1965-09-01,0.012171691,0.02575836,0.07212341,0.3290254,0.083386354,2.1389713e-20,0.19343981
1965-10-01,0.012209678,0.025823787,0.0723066,0.32968873,0.08313064,2.1090886e-20,0.19347072
1965-11-01,0.012252364,0.025895266,0.07250675,0.33033967,0.08309068,2.0468397e-20,0.19374505
1965-12-01,0.0122844,0.025952196,0.072666146,0.33097798,0.082676,1.12497856e-20,0.19357875
1966-01-01,0.01219123,0.02581496,0.07228188,0.3304208,0.08055994,0.0,0.19084801
1966-02-01,0.011935718,0.02541537,0.071163036,0.32787398,0.07734317,2.4427583e-05,0.18588172
1966-03-01,0.01169956,0.0250443,0.07012404,0.3255005,0.074398644,0.00028360236,0.18155015
1966-04-01,0.011517194,0.024756977,0.06931954,0.3236802,0.0720789,0.0008755231,0.17854813
1966-05-01,0.011338625,0.024475541,0.06853151,0.32194337,0.069683895,0.0022530986,0.17628267
1966-06-01,0.011141815,0.024165308,0.067662865,0.32009652,0.066868424,0.004454966,0.17429338
1966-07-01,0.011094411,0.024094688,0.06746513,0.31992987,0.06550097,0.006970907,0.1751261
1966-08-01,0.011193694,0.0242607,0.06792996,0.3214433,0.07166602,0.001904103,0.17695448
1966-09-01,0.011298416,0.024435623,0.06841975,0.32302558,0.07376354,0.0,0.17791733
1966-10-01,0.011366178,0.024549883,0.068739675,0.32411286,0.07354445,0.0,0.17820019
1966-11-01,0.01139492,0.024600739,0.06888206,0.32471445,0.07306273,0.0,0.17794046
1966-12-01,0.011478317,0.024745015,0.06928604,0.3262558,0.07225838,0.0,0.17776775
1967-01-01,0.011297738,0.024461415,0.068491966,0.3245861,0.06952561,2.9979099e-05,0.1738067
1967-02-01,0.011102239,0.024149258,0.06761792,0.32253933,0.06718801,0.00042417113,0.1704816
1967-03-01,0.010913896,0.023847526,0.06677307,0.3205771,0.06488896,0.0009059344,0.16732939
1967-04-01,0.010699108,0.023502095,0.06580586,0.31834802,0.06221813,0.0018252839,0.16405047
1967-05-01,0.01049954,0.02318033,0.06490493,0.31633112,0.059569538,0.0035650774,0.16171941
1967-06-01,0.010400944,0.023022866,0.064464025,0.31555113,0.057680808,0.00820219,0.16377084
1967-07-01,0.010487894,0.02316969,0.06487513,0.3170444,0.064195596,0.0042121205,0.16694044
1967-08-01,0.010637103,0.023418412,0.065571554,0.3192695,0.06885895,2.3895316e-20,0.16848603
1967-09-01,0.0107494,0.023605976,0.06609673,0.32097378,0.06875945,2.3528405e-20,0.16921157
1967-10-01,0.010786958,0.023671431,0.06628001,0.32176033,0.068063535,2.2786297e-20,0.16880193
1967-11-01,0.010962795,0.023965925,0.067104585,0.3244858,0.06774381,5.7362245e-21,0.16977711
1967-12-01,0.010941664,0.02393624,0.06702147,0.32456782,0.06660051,2.7964603e-05,0.16852786
1968-01-01,0.010782283,0.023679161,0.06630165,0.32284716,0.064707026,0.000423348,0.16589347
1968-02-01,0.010561654,0.023321852,0.06530119,0.32046628,0.062048677,0.00097445684,0.16220783
1968-03-01,0.010361933,0.022997038,0.06439171,0.31831884,0.059586912,0.0015318813,0.15886948
1968-04-01,0.010198043,0.022729544,0.06364272,0.31659365,0.057432875,0.002723273,0.15672645
1968-05-01,0.010080237,0.022537304,0.06310445,0.31547776,0.055512104,0.0065372013,0.15777129
1968-06-01,0.01016525,0.022679983,0.06350395,0.3169109,0.061195515,0.005878349,0.16342305
1968-07-01,0.010304762,0.022912817,0.064155884,0.31903166,0.06760038,5.3708126e-20,0.16497384
1968-08-01,0.010409346,0.023087561,0.06464517,0.3206409,0.06741818,5.297994e-20,0.16556026
1968-09-01,0.010497925,0.023235483,0.06505936,0.32198948,0.06731806,5.1356633e-20,0.16611081
1968-10-01,0.010690661,0.023557236,0.065960266,0.32490402,0.06717524,8.361314e-21,0.1673834
1968-11-01,0.010748564,0.023654694,0.06623314,0.32584468,0.066928804,2.5300176e-05,0.1675905
1968-12-01,0.010633072,0.02346733,0.065708525,0.3245725,0.06551729,0.00040765863,0.16573389
1969-01-01,0.010491518,0.023237294,0.06506442,0.3230328,0.06371138,0.0009951558,0.16349977
1969-02-01,0.010290234,0.022908835,0.06414474,0.32083783,0.061126653,0.00170842,0.16017887
1969-03-01,0.010120442,0.022630643,0.0633658,0.3190117,0.05883454,0.002737373,0.1576888
1969-04-01,0.009969008,0.022381555,0.06266835,0.31742817,0.056622528,0.0040062605,0.15564771
1969-05-01,0.009820764,0.022136675,0.061982688,0.31593648,0.0542503,0.006659387,0.15484981
1969-06-01,0.0098612895,0.022204753,0.062173307,0.31681275,0.057212606,0.0077836756,0.15923564
1969-07-01,0.009842252,0.022174628,0.062088963,0.3171005,0.06426568,7.218529e-20,0.15837152
1969-08-01,0.009845944,0.022181632,0.06210857,0.3175509,0.06267625,7.1428836e-20,0.1568124
