Sample_ID,Date,Location,Species,Gasex_typeOrSequence,Duplicate_flag,Chem_type,Sample_disc_size,Disc_area_cm2,Num_discs,Leaf_area_cm2,FW_g,DW_g,H20_pc,LMA_gDW_m2,SLA_cm2_g,Canopy_position,,,,,
STRI_0134,2016-05-24,PA-SLZ,CARAGU,Diurnal 1,1,NSC,12,2.850,3,8.550,0.320,0.1556,51.38,181.99,54.95,sunlit,,,,,
STRI_0135,2016-05-24,PA-SLZ,TACHVE,Diurnal 1,1,NSC,12,2.850,3,8.550,0.230,0.1186,48.43,138.71,72.09,sunlit,,,,,
STRI_0136,2016-05-24,PA-SLZ,TACHVE,Diurnal 1,1,NSC,12,2.850,4,11.400,0.260,0.1263,51.42,110.79,90.26,sunlit,,,,,
STRI_0137,2016-05-24,PA-SLZ,VOCHFE,Diurnal 1,1,NSC,12,2.850,2,5.700,0.220,0.0875,60.23,153.51,65.14,sunlit,,,,,
STRI_0138,2016-05-24,PA-SLZ,VOCHFE,Diurnal 1,1,NSC,12,2.850,2,5.700,0.220,0.0860,60.91,150.88,66.28,sunlit,,,,,
STRI_0139,2016-05-24,PA-SLZ,VIROSP,Diurnal 1,1,NSC,12,2.850,3,8.550,0.400,0.1906,52.35,222.92,44.86,sunlit,,,,,
STRI_0140,2016-05-24,PA-SLZ,VIROSP,Diurnal 1,1,NSC,12,2.850,3,8.550,0.370,0.1712,53.73,200.23,49.94,sunlit,,,,,
STRI_0141,2016-05-24,PA-SLZ,MICOBO,Diurnal 1,1,NSC,12,2.850,4,11.400,0.290,0.1342,53.72,117.72,84.95,sunlit,,,,,
STRI_0142,2016-05-24,PA-SLZ,MICOBO,Diurnal 1,1,NSC,12,2.850,3,8.550,0.220,0.1046,52.45,122.34,81.74,sunlit,,,,,
STRI_0143,2016-05-24,PA-SLZ,APEIME,Diurnal 1,1,NSC,12,2.850,4,11.400,0.330,0.1044,68.36,91.58,109.20,sunlit,,,,,
STRI_0144,2016-05-24,PA-SLZ,APEIME,Diurnal 1,1,NSC,12,2.850,3,8.550,0.240,0.0740,69.17,86.55,115.54,sunlit,,,,,
STRI_0145,2016-05-24,PA-SLZ,GUATDU,Diurnal 1,1,NSC,12,2.850,3,8.550,0.180,0.0884,50.89,103.39,96.72,sunlit,,,,,
STRI_0146,2016-05-24,PA-SLZ,GUATDU,Diurnal 1,1,NSC,12,2.850,3,8.550,0.200,0.0894,55.30,104.56,95.64,sunlit,,,,,
STRI_0165,2016-05-24,PA-SLZ,TERMAM,Diurnal 3,1,CHN/NSC,12,2.850,2,5.700,0.140,0.0526,62.43,92.28,108.37,sunlit,,,,,
STRI_0166,2016-05-24,PA-SLZ,TERMAM,Diurnal 3,1,NSC,12,2.850,3,8.550,0.210,0.0723,65.57,84.56,118.26,sunlit,,,,,
STRI_0167,2016-05-24,PA-SLZ,TOCOPI,Diurnal 3,1,CHN/NSC,12,2.850,4,11.400,0.290,0.1090,62.41,95.61,104.59,sunlit,,,,,
STRI_0168,2016-05-24,PA-SLZ,TOCOPI,Diurnal 3,1,NSC,12,2.850,4,11.400,0.290,0.1187,59.07,104.12,96.04,sunlit,,,,,
STRI_0169,2016-05-24,PA-SLZ,CARAGU,Diurnal 3,1,NSC,12,2.850,3,8.550,0.360,0.1829,49.19,213.92,46.75,sunlit,,,,,
STRI_0170,2016-05-24,PA-SLZ,CARAGU,Diurnal 3,1,CHN/NSC,12,2.850,3,8.550,0.380,0.1858,51.11,217.31,46.02,sunlit,,,,,
STRI_0171,2016-05-24,PA-SLZ,TACHVE,Diurnal 3,1,CHN/NSC,12,2.850,4,11.400,0.260,0.1238,52.38,108.60,92.08,sunlit,,,,,
STRI_0172,2016-05-24,PA-SLZ,TACHVE,Diurnal 3,1,NSC,12,2.850,4,11.400,0.250,0.1441,42.36,126.40,79.11,sunlit,,,,,
STRI_0173,2016-05-24,PA-SLZ,VOCHFE,Diurnal 3,1,NSC,12,2.850,2,5.700,0.240,0.0971,59.54,170.35,58.70,sunlit,,,,,
STRI_0174,2016-05-24,PA-SLZ,VOCHFE,Diurnal 3,1,CHN/NSC,12,2.850,2,5.700,0.210,0.0716,65.90,125.61,79.61,sunlit,,,,,
STRI_0175,2016-05-24,PA-SLZ,VIROSP,Diurnal 3,1,NSC,12,2.850,3,8.550,0.400,0.1933,51.68,226.08,44.23,sunlit,,,,,
STRI_0176,2016-05-24,PA-SLZ,VIROSP,Diurnal 3,1,CHN/NSC,12,2.850,3,8.550,0.370,0.1657,55.22,193.80,51.60,sunlit,,,,,
STRI_0177,2016-05-24,PA-SLZ,MICOBO,Diurnal 3,1,NSC,12,2.850,4,11.400,0.310,0.1552,49.94,136.14,73.45,sunlit,,,,,
STRI_0178,2016-05-24,PA-SLZ,MICOBO,Diurnal 3,1,CHN/NSC,12,2.850,3,8.550,0.240,0.1187,50.54,138.83,72.03,sunlit,,,,,
STRI_0179,2016-05-24,PA-SLZ,APEIME,Diurnal 3,1,NSC,12,2.850,4,11.400,0.310,0.1028,66.84,90.18,110.89,sunlit,,,,,
STRI_0180,2016-05-24,PA-SLZ,APEIME,Diurnal 3,1,CHN/NSC,12,2.850,4,11.400,0.310,0.1042,66.39,91.40,109.40,sunlit,,,,,
STRI_0181,2016-05-24,PA-SLZ,GUATDU,Diurnal 3,1,NSC,12,2.850,3,8.550,0.230,0.1008,56.17,117.89,84.82,sunlit,,,,,
STRI_0182,2016-05-24,PA-SLZ,GUATDU,Diurnal 3,1,CHN/NSC,12,2.850,3,8.550,0.200,0.0995,50.25,116.37,85.93,sunlit,,,,,
STRI_0201,2016-05-24,PA-SLZ,TERMAM,Diurnal 5,1,NSC,12,2.850,3,8.550,0.230,0.0762,66.87,89.12,112.20,sunlit,,,,,
STRI_0202,2016-05-24,PA-SLZ,TERMAM,Diurnal 5,1,NSC,12,2.850,3,8.550,0.200,0.0718,64.10,83.98,119.08,sunlit,,,,,
STRI_0203,2016-05-24,PA-SLZ,TOCOPI,Diurnal 5,1,NSC,12,2.850,4,11.400,0.300,0.1120,62.67,98.25,101.79,sunlit,,,,,
STRI_0204,2016-05-24,PA-SLZ,TOCOPI,Diurnal 5,1,NSC,12,2.850,4,11.400,0.270,0.1039,61.52,91.14,109.72,sunlit,,,,,
STRI_0205,2016-05-24,PA-SLZ,CARAGU,Diurnal 5,1,NSC,12,2.850,3,8.550,0.330,0.1528,53.70,178.71,55.96,sunlit,,,,,
STRI_0206,2016-05-24,PA-SLZ,CARAGU,Diurnal 5,1,NSC,12,2.850,3,8.550,0.330,0.1488,54.91,174.04,57.46,sunlit,,,,,
STRI_0207,2016-05-24,PA-SLZ,TACHVE,Diurnal 5,1,NSC,12,2.850,3,8.550,0.210,0.1220,41.90,142.69,70.08,sunlit,,,,,
STRI_0208,2016-05-24,PA-SLZ,TACHVE,Diurnal 5,1,NSC,12,2.850,3,8.550,0.210,0.1095,47.86,128.07,78.08,sunlit,,,,,
STRI_0209,2016-05-24,PA-SLZ,VOCHFE,Diurnal 5,1,NSC,12,2.850,2,5.700,0.230,0.0971,57.78,170.35,58.70,sunlit,,,,,
STRI_0210,2016-05-24,PA-SLZ,VOCHFE,Diurnal 5,1,NSC,12,2.850,2,5.700,0.240,0.1061,55.79,186.14,53.72,sunlit,,,,,
STRI_0211,2016-05-24,PA-SLZ,VIROSP,Diurnal 5,1,NSC,12,2.850,3,8.550,0.390,0.1804,53.74,210.99,47.39,sunlit,,,,,
STRI_0212,2016-05-24,PA-SLZ,VIROSP,Diurnal 5,1,NSC,12,2.850,3,8.550,0.380,0.1795,52.76,209.94,47.63,sunlit,,,,,
STRI_0213,2016-05-24,PA-SLZ,MICOBO,Diurnal 5,1,NSC,12,2.850,3,8.550,0.260,0.1316,49.38,153.92,64.97,sunlit,,,,,
STRI_0214,2016-05-24,PA-SLZ,MICOBO,Diurnal 5,1,NSC,12,2.850,4,11.400,0.270,0.1341,50.33,117.63,85.01,sunlit,,,,,
STRI_0215,2016-05-24,PA-SLZ,APEIME,Diurnal 5,1,NSC,12,2.850,3,8.550,0.260,0.0880,66.15,102.92,97.16,sunlit,,,,,
STRI_0216,2016-05-24,PA-SLZ,APEIME,Diurnal 5,1,NSC,12,2.850,4,11.400,0.330,0.1139,65.48,99.91,100.09,sunlit,,,,,
STRI_0217,2016-05-24,PA-SLZ,GUATDU,Diurnal 5,1,NSC,12,2.850,3,8.550,0.200,0.0935,53.25,109.36,91.44,sunlit,,,,,
STRI_0218,2016-05-24,PA-SLZ,GUATDU,Diurnal 5,1,NSC,12,2.850,3,8.550,,0.0938,,109.71,91.15,sunlit,,,,,
BNL10485,2016-02-13,PA-PNM,FICUIN,ACi,2,NSC,15,3.431,3,10.293,,0.1104,,107.26,93.23,sunlit,,,,,
BNL10463,2016-02-13,PA-PNM,FICUIN,Diurnal 1,2,NSC,15,3.431,4,13.724,,0.1377,,100.34,99.67,sunlit,,,,,
BNL10465,2016-02-13,PA-PNM,ANACEX,Diurnal 1,2,NSC,15,3.431,4,13.724,,0.1324,,96.47,103.66,sunlit,,,,,
BNL10467,2016-02-13,PA-PNM,LUEHSE,Diurnal 1,2,NSC,15,3.431,2,6.862,,0.1073,,156.37,63.95,sunlit,,,,,
BNL10469,2016-02-13,PA-PNM,CORDAL,Diurnal 1,2,NSC,12,2.130,2,4.260,,0.0364,,85.45,117.03,sunlit,,,,,
BNL10471,2016-02-13,PA-PNM,ANACEX,Diurnal 1,2,NSC,15,3.431,4,13.724,,0.1278,,93.12,107.39,sunlit,,,,,
BNL10473,2016-02-13,PA-PNM,CAL2CA,Diurnal 1,2,NSC,7,0.801,4,3.204,,0.0330,,103.00,97.09,sunlit,,,,,
BNL10475,2016-02-13,PA-PNM,ALBIAD,Diurnal 1,2,NSC,12,2.130,3,6.390,,0.0580,,90.77,110.17,sunlit,,,,,
BNL10477,2016-02-13,PA-PNM,LUEHSE,Diurnal 1,2,NSC,15,3.431,2,6.862,,0.1158,,168.76,59.26,sunlit,,,,,
BNL10479,2016-02-13,PA-PNM,LUEHSE,Diurnal 1,2,NSC,12,2.130,2,4.260,,0.0626,,146.95,68.05,sunlit,,,,,
BNL10481,2016-02-13,PA-PNM,ANACEX,Diurnal 1,2,NSC,15,3.431,4,13.724,,0.1368,,99.68,100.32,sunlit,,,,,
BNL10483,2016-02-13,PA-PNM,CAL2CA,Diurnal 1,2,NSC,12,2.130,2,4.260,,0.0404,,94.84,105.45,sunlit,,,,,
BNL10487,2016-02-13,PA-PNM,CASTEL,Diurnal 1,2,NSC,15,3.431,3,10.293,,0.0994,,96.57,103.55,sunlit,,,,,
BNL10489,2016-02-13,PA-PNM,CASTEL,Diurnal 1,2,NSC,15,3.431,3,10.293,,0.1030,,100.07,99.93,sunlit,,,,,
BNL10491,2016-02-13,PA-PNM,FICUIN,Diurnal 1,2,NSC,15,3.431,3,10.293,,0.1390,,135.04,74.05,sunlit,,,,,
BNL10493,2016-02-13,PA-PNM,ANTITR,Diurnal 1,2,NSC,15,3.431,2,6.862,,0.0596,,86.86,115.13,sunlit,,,,,
BNL10495,2016-02-13,PA-PNM,CASTEL,Diurnal 1,2,NSC,15,3.431,3,10.293,,0.0973,,94.53,105.79,sunlit,,,,,
BNL10497,2016-02-13,PA-PNM,ANTITR,Diurnal 1,2,NSC,15,3.431,2,6.862,,0.0680,,99.10,100.91,sunlit,,,,,
BNL10499,2016-02-13,PA-PNM,ALBIAD,Diurnal 1,2,NSC,7,0.801,4,3.204,,0.0326,,101.75,98.28,sunlit,,,,,
BNL10501,2016-02-13,PA-PNM,ANTITR,Diurnal 1,2,NSC,15,3.431,2,6.862,,0.0557,,81.17,123.20,sunlit,,,,,
BNL10503,2016-02-13,PA-PNM,FICUIN,Diurnal 1,2,NSC,15,3.431,3,10.293,,0.1288,,125.13,79.91,sunlit,,,,,
BNL10507,2016-02-13,PA-PNM,CAL2CA,Diurnal 1,2,NSC,12,2.130,1,2.130,,0.0211,,99.06,100.95,sunlit,,,,,
BNL10509,2016-02-13,PA-PNM,CORDAL,Diurnal 1,2,NSC,12,2.130,2,4.260,,0.0346,,81.22,123.12,sunlit,,,,,
BNL10511,2016-02-13,PA-PNM,ALBIAD,Diurnal 1,2,NSC,7,0.801,5,4.005,,0.0440,,109.86,91.02,sunlit,,,,,
BNL10513,2016-02-13,PA-PNM,CORDAL,Diurnal 1,2,NSC,12,2.130,2,4.260,,0.0411,,96.48,103.65,sunlit,,,,,
BNL10505,2016-02-13,PA-PNM,CASTEL,Diurnal 2,2,NSC,15,3.431,3,10.293,,0.1148,,111.53,89.66,sunlit,,,,,
BNL10515,2016-02-13,PA-PNM,ALBIAD,Diurnal 2,2,NSC,12,2.130,2,4.260,,0.0373,,87.56,114.21,sunlit,,,,,
BNL10517,2016-02-13,PA-PNM,ALBIAD,Diurnal 2,2,NSC,12,2.130,2,4.260,,0.0386,,90.61,110.36,sunlit,,,,,
BNL10519,2016-02-13,PA-PNM,ALBIAD,Diurnal 4,2,NSC,12,2.130,4,8.520,,0.0776,,91.08,109.79,sunlit,,,,,
BNL10520,2016-02-13,PA-PNM,CAL2CA,Diurnal 4,2,NSC,12,2.130,3,6.390,,0.0613,,95.93,104.24,sunlit,,,,,
BNL10521,2016-02-13,PA-PNM,CAL2CA,Diurnal 4,2,NSC,12,2.130,2,4.260,,0.0429,,100.70,99.30,sunlit,,,,,
BNL10522,2016-02-13,PA-PNM,ANACEX,Diurnal 4,2,NSC,12,2.130,3,6.390,,0.0650,,101.72,98.31,sunlit,,,,,
BNL10523,2016-02-13,PA-PNM,FICUIN,Diurnal 4,2,NSC,12,2.130,2,4.260,,0.0505,,118.54,84.36,sunlit,,,,,
BNL10524,2016-02-13,PA-PNM,CASTEL,Diurnal 4,2,NSC,12,2.130,4,8.520,,0.0871,,102.23,97.82,sunlit,,,,,
BNL10525,2016-02-13,PA-PNM,LUEHSE,Diurnal 4,2,NSC,12,2.130,2,4.260,,0.0654,,153.52,65.14,sunlit,,,,,
BNL10526,2016-02-13,PA-PNM,ANTITR,Diurnal 4,2,NSC,12,2.130,2,4.260,,0.0431,,101.17,98.84,sunlit,,,,,
BNL10527,2016-02-13,PA-PNM,ANACEX,Diurnal 4,2,NSC,15,3.431,1,3.431,,0.0390,,113.67,87.97,sunlit,,,,,
BNL10528,2016-02-13,PA-PNM,LUEHSE,Diurnal 4,2,NSC,15,3.431,1,3.431,,0.0552,,160.89,62.16,sunlit,,,,,
BNL10529,2016-02-13,PA-PNM,CORDAL,Diurnal 4,2,NSC,15,3.431,2,6.862,,0.0557,,81.17,123.20,sunlit,,,,,
BNL10530,2016-02-13,PA-PNM,ANTITR,Diurnal 4,2,NSC,12,2.130,2,4.260,,0.0371,,87.09,114.82,sunlit,,,,,
BNL10531,2016-02-13,PA-PNM,FICUIN,Diurnal 4,2,NSC,15,3.431,1,3.431,,0.0479,,139.61,71.63,sunlit,,,,,
BNL10532,2016-02-13,PA-PNM,CASTEL,Diurnal 4,2,NSC,15,3.431,2,6.862,,0.0681,,99.24,100.76,sunlit,,,,,
BNL10533,2016-02-13,PA-PNM,CORDAL,Diurnal 4,2,NSC,12,2.130,2,4.260,,0.0338,,79.34,126.04,sunlit,,,,,
BNL10534,2016-02-13,PA-PNM,ALBIAD,Diurnal 4,2,NSC,12,2.130,2,4.260,,0.0441,,103.52,96.60,sunlit,,,,,
BNL10712,2016-02-17,PA-SLZ,TOCOPI,Diurnal 1,2,NSC,15,3.431,2,6.862,,0.0607,,88.46,113.05,sunlit,,,,,
BNL10713,2016-02-17,PA-SLZ,TERMAM,Diurnal 1,2,NSC,6,0.714,4,2.856,,0.0343,,120.10,83.27,sunlit,,,,,
BNL10714,2016-02-17,PA-SLZ,TERMAM,Diurnal 1,2,NSC,7,0.801,3,2.403,,0.0285,,118.60,84.32,sunlit,,,,,
BNL10715,2016-02-17,PA-SLZ,TOCOPI,Diurnal 1,2,NSC,15,3.431,2,6.862,,0.0583,,84.96,117.70,sunlit,,,,,
BNL10716,2016-02-17,PA-SLZ,TACHVE,Diurnal 1,2,NSC,12,2.130,2,4.260,,0.0415,,97.42,102.65,sunlit,,,,,
BNL10717,2016-02-17,PA-SLZ,APEIME,Diurnal 1,2,NSC,15,3.431,2,6.862,,0.0891,,129.85,77.01,sunlit,,,,,
BNL10718,2016-02-17,PA-SLZ,TACHVE,Diurnal 1,2,NSC,12,2.130,2,4.260,,0.0339,,79.58,125.66,sunlit,,,,,
BNL10719,2016-02-17,PA-SLZ,CARAGU,Diurnal 1,2,NSC,12,2.130,2,4.260,,0.0690,,161.97,61.74,sunlit,,,,,
BNL10767,2016-02-17,PA-SLZ,GUATDU,Diurnal 1,2,NSC,7,0.801,3,2.403,,0.0210,,87.39,114.43,sunlit,,,,,
BNL10768,2016-02-17,PA-SLZ,VIROSP,Diurnal 1,2,NSC,7,0.801,2,1.602,,0.0245,,152.93,65.39,sunlit,,,,,
BNL10769,2016-02-17,PA-SLZ,VOCHFE,Diurnal 1,2,NSC,7,0.801,2,1.602,,0.0180,,112.36,89.00,sunlit,,,,,
BNL10770,2016-02-17,PA-SLZ,MICOBO,Diurnal 1,2,NSC,12,2.130,2,4.260,,0.0496,,116.43,85.89,sunlit,,,,,
BNL10771,2016-02-17,PA-SLZ,APEIME,Diurnal 1,2,NSC,12,2.130,2,4.260,,0.0589,,138.26,72.33,sunlit,,,,,
BNL10772,2016-02-17,PA-SLZ,VOCHFE,Diurnal 1,2,NSC,7,0.801,2,1.602,,0.0178,,111.11,90.00,sunlit,,,,,
BNL10773,2016-02-17,PA-SLZ,MICOBO,Diurnal 1,2,NSC,10,1.539,3,4.617,,0.0477,,103.31,96.79,sunlit,,,,,
BNL10774,2016-02-17,PA-SLZ,GUATDU,Diurnal 1,2,NSC,7,0.801,2,1.602,,0.0125,,78.03,128.16,sunlit,,,,,
BNL10775,2016-02-17,PA-SLZ,VIROSP,Diurnal 1,2,NSC,7,0.801,2,1.602,,0.0237,,147.94,67.59,sunlit,,,,,
BNL10811,2016-02-17,PA-SLZ,GUATDU,Diurnal 4,2,NSC,7,0.801,4,3.204,,0.0280,,87.39,114.43,sunlit,,,,,
BNL10836,2016-02-17,PA-SLZ,APEIME,Diurnal 4,2,NSC,15,3.431,2,6.862,,0.0786,,114.54,87.30,sunlit,,,,,
BNL10837,2016-02-17,PA-SLZ,GUATDU,Diurnal 4,2,NSC,7,0.801,3,2.403,,0.0221,,91.97,108.73,sunlit,,,,,
BNL10838,2016-02-17,PA-SLZ,TERMAM,Diurnal 4,2,NSC,10,1.539,2,3.078,,0.0425,,138.08,72.42,sunlit,,,,,
BNL10839,2016-02-17,PA-SLZ,VOCHFE,Diurnal 4,2,NSC,7,0.801,3,2.403,,0.0267,,111.11,90.00,sunlit,,,,,
BNL10840,2016-02-17,PA-SLZ,MICOBO,Diurnal 4,2,NSC,15,3.431,2,6.862,,0.0743,,108.28,92.36,sunlit,,,,,
BNL10841,2016-02-17,PA-SLZ,MICOBO,Diurnal 4,2,NSC,12,2.130,3,6.390,,0.0667,,104.38,95.80,sunlit,,,,,
BNL10842,2016-02-17,PA-SLZ,TERMAM,Diurnal 4,2,NSC,7,0.801,2,1.602,,0.0215,,134.21,74.51,sunlit,,,,,
BNL10843,2016-02-17,PA-SLZ,VIROSP,Diurnal 4,2,NSC,10,1.539,3,4.617,,0.0740,,160.28,62.39,sunlit,,,,,
BNL10844,2016-02-17,PA-SLZ,CARAGU,Diurnal 4,2,NSC,15,3.431,2,6.862,,0.1104,,160.89,62.16,sunlit,,,,,
BNL10845,2016-02-17,PA-SLZ,CARAGU,Diurnal 4,2,NSC,15,3.431,2,6.862,,0.1020,,148.64,67.27,sunlit,,,,,
BNL10846,2016-02-17,PA-SLZ,TOCOPI,Diurnal 4,2,NSC,15,3.431,4,13.724,,0.1451,,105.73,94.58,sunlit,,,,,
BNL10847,2016-02-17,PA-SLZ,APEIME,Diurnal 4,2,NSC,15,3.431,4,13.724,,0.1824,,132.91,75.24,sunlit,,,,,
BNL10848,2016-02-17,PA-SLZ,TACHVE,Diurnal 4,2,NSC,10,1.539,4,6.156,,0.0661,,107.37,93.13,sunlit,,,,,
BNL10849,2016-02-17,PA-SLZ,TOCOPI,Diurnal 4,2,NSC,15,3.431,4,13.724,,0.1460,,106.38,94.00,sunlit,,,,,
BNL10850,2016-02-17,PA-SLZ,VIROSP,Diurnal 4,2,NSC,10,1.539,2,3.078,,0.0506,,164.39,60.83,sunlit,,,,,
BNL10851,2016-02-17,PA-SLZ,VOCHFE,Diurnal 4,2,NSC,7,0.801,4,3.204,,0.0375,,117.04,85.44,sunlit,,,,,
BNL10852,2016-02-17,PA-SLZ,TACHVE,Diurnal 4,2,NSC,10,1.539,2,3.078,,0.0317,,102.99,97.10,sunlit,,,,,
BNL10853,2016-02-17,PA-SLZ,CARAGU,Diurnal 6,2,NSC,10,1.539,5,7.695,,0.1498,,194.67,51.37,sunlit,,,,,
BNL10854,2016-02-17,PA-SLZ,TOCOPI,Diurnal 6,2,NSC,10,1.539,8,12.312,,0.1379,,112.00,89.28,sunlit,,,,,
BNL10855,2016-02-17,PA-SLZ,CARAGU,Diurnal 6,2,NSC,9,1.247,6,7.482,,0.1173,,156.78,63.79,sunlit,,,,,
BNL10856,2016-02-17,PA-SLZ,VOCHFE,Diurnal 6,2,NSC,7,0.801,4,3.204,,0.0397,,123.91,80.71,sunlit,,,,,
BNL10857,2016-02-17,PA-SLZ,MICOBO,Diurnal 6,2,NSC,7,0.801,9,7.209,,0.0842,,116.80,85.62,sunlit,,,,,
BNL10858,2016-02-17,PA-SLZ,GUATDU,Diurnal 6,2,NSC,7,0.801,7,5.607,,0.0550,,98.09,101.95,sunlit,,,,,
BNL10859,2016-02-17,PA-SLZ,TERMAM,Diurnal 6,2,NSC,7,0.801,5,4.005,,0.0402,,100.37,99.63,sunlit,,,,,
BNL10860,2016-02-17,PA-SLZ,TOCOPI,Diurnal 6,2,NSC,15,3.431,5,17.155,,0.1914,,111.57,89.63,sunlit,,,,,
BNL10861,2016-02-17,PA-SLZ,TACHVE,Diurnal 6,2,NSC,7,0.801,8,6.408,,0.0550,,85.83,116.51,sunlit,,,,,
BNL10862,2016-02-17,PA-SLZ,TACHVE,Diurnal 6,2,NSC,9,1.247,6,7.482,,0.0855,,114.27,87.51,sunlit,,,,,
BNL10863,2016-02-17,PA-SLZ,VIROSP,Diurnal 6,2,NSC,9,1.247,5,6.235,,0.0866,,138.89,72.00,sunlit,,,,,
BNL10864,2016-02-17,PA-SLZ,VIROSP,Diurnal 6,2,NSC,7,0.801,3,2.403,,0.0393,,163.55,61.15,sunlit,,,,,
BNL10865,2016-02-17,PA-SLZ,TERMAM,Diurnal 6,2,NSC,7,0.801,3,2.403,,0.0327,,136.08,73.49,sunlit,,,,,
BNL10866,2016-02-17,PA-SLZ,VOCHFE,Diurnal 6,2,NSC,7,0.801,3,2.403,,0.0286,,119.02,84.02,sunlit,,,,,
BNL10867,2016-02-17,PA-SLZ,MICOBO,Diurnal 6,2,NSC,10,1.539,3,4.617,,0.0556,,120.42,83.04,sunlit,,,,,
BNL10868,2016-02-17,PA-SLZ,GUATDU,Diurnal 6,2,NSC,10,1.539,2,3.078,,0.0245,,79.60,125.63,sunlit,,,,,
BNL10873,2016-02-17,PA-SLZ,APEIME,Diurnal 6,2,NSC,15,3.431,2,6.862,,0.0841,,122.56,81.59,sunlit,,,,,
BNL11183,2016-03-10,PA-SLZ,TOCOPI,ACi,2,NSC,15,3.431,3,10.292,,0.0753,,73.16,136.68,sunlit,,,,,
BNL11187,2016-03-10,PA-SLZ,TACHVE,ACi,2,NSC,10,1.539,4,6.158,,0.0705,,114.49,87.34,sunlit,,,,,
BNL10999,2016-03-10,PA-SLZ,TACHVE,Diurnal 1,2,NSC,12,2.130,2,4.259,,0.0408,,95.79,104.39,sunlit,,,,,
BNL11013,2016-03-10,PA-SLZ,VIROSP,Diurnal 1,2,NSC,7,0.801,3,2.404,,0.0397,,165.17,60.54,sunlit,,,,,
BNL11018,2016-03-10,PA-SLZ,CARAGU,Diurnal 1,2,NSC,12,2.130,3,6.389,,0.0936,,146.51,68.26,sunlit,,,,,
BNL11044,2016-03-10,PA-SLZ,TOCOPI,Diurnal 1,2,NSC,15,3.431,3,10.292,,0.1172,,113.87,87.82,sunlit,,,,,
BNL11125,2016-03-10,PA-SLZ,APEIME,Diurnal 1,2,NSC,10,1.539,4,6.158,,0.0720,,116.93,85.52,sunlit,,,,,
BNL11153,2016-03-10,PA-SLZ,CARAGU,Diurnal 1,2,NSC,10,1.539,4,6.158,,0.1062,,172.47,57.98,sunlit,,,,,
BNL11155,2016-03-10,PA-SLZ,TERMAM,Diurnal 1,2,NSC,10,1.539,3,4.618,,0.0647,,140.10,71.38,sunlit,,,,,
BNL11161,2016-03-10,PA-SLZ,TOCOPI,Diurnal 1,2,NSC,15,3.431,3,10.292,,0.1002,,97.36,102.72,sunlit,,,,,
BNL11170,2016-03-10,PA-SLZ,VIROSP,Diurnal 1,2,NSC,7,0.801,4,3.205,,0.0608,,189.72,52.71,sunlit,,,,,
BNL11174,2016-03-10,PA-SLZ,MICOBO,Diurnal 1,2,NSC,10,1.539,3,4.618,,0.0495,,107.19,93.30,sunlit,,,,,
BNL11188,2016-03-10,PA-SLZ,APEIME,Diurnal 1,2,NSC,10,1.539,3,4.618,,0.0593,,128.41,77.88,sunlit,,,,,
BNL11126,2016-03-10,PA-SLZ,VIROSP,Diurnal 3,2,NSC,10,1.539,4,6.158,,0.0915,,148.60,67.30,sunlit,,,,,
BNL11127,2016-03-10,PA-SLZ,MICOBO,Diurnal 3,2,NSC,10,1.539,3,4.618,,0.0486,,105.24,95.02,sunlit,,,,,
BNL11128,2016-03-10,PA-SLZ,TERMAM,Diurnal 3,2,NSC,12,2.130,2,4.259,,0.0654,,153.55,65.13,sunlit,,,,,
BNL11129,2016-03-10,PA-SLZ,APEIME,Diurnal 3,2,NSC,15,3.431,3,10.292,,0.1334,,129.61,77.15,sunlit,,,,,
BNL11130,2016-03-10,PA-SLZ,VOCHFE,Diurnal 3,2,NSC,7,0.801,5,4.006,,0.0500,,124.82,80.12,sunlit,,,,,
BNL11131,2016-03-10,PA-SLZ,TOCOPI,Diurnal 3,2,NSC,15,3.431,5,17.153,,0.1291,,75.26,132.87,sunlit,,,,,
BNL11158,2016-03-10,PA-SLZ,TERMAM,Diurnal 3,2,NSC,10,1.539,3,4.618,,0.0665,,144.00,69.45,sunlit,,,,,
BNL11159,2016-03-10,PA-SLZ,CARAGU,Diurnal 3,2,NSC,12,2.130,3,6.389,,0.1074,,168.11,59.49,sunlit,,,,,
BNL11160,2016-03-10,PA-SLZ,CARAGU,Diurnal 3,2,NSC,15,3.431,1,3.431,,0.0713,,207.83,48.12,sunlit,,,,,
BNL11163,2016-03-10,PA-SLZ,TACHVE,Diurnal 3,2,NSC,7,0.801,5,4.006,,0.0446,,111.34,89.82,sunlit,,,,,
BNL11164,2016-03-10,PA-SLZ,VOCHFE,Diurnal 3,2,NSC,7,0.801,4,3.205,,0.0349,,108.90,91.83,sunlit,,,,,
BNL11189,2016-03-10,PA-SLZ,VIROSP,Diurnal 3,2,NSC,10,1.539,3,4.618,,0.0797,,172.58,57.94,sunlit,,,,,
BNL11191,2016-03-10,PA-SLZ,MICOBO,Diurnal 3,2,NSC,12,2.130,3,6.389,,0.0707,,110.66,90.37,sunlit,,,,,
BNL11192,2016-03-10,PA-SLZ,GUATDU,Diurnal 3,2,NSC,7,0.801,5,4.006,,0.0339,,84.62,118.17,sunlit,,,,,
BNL11196,2016-03-10,PA-SLZ,GUATDU,Diurnal 3,2,NSC,10,1.539,4,6.158,,0.0549,,89.16,112.16,sunlit,,,,,
